,Text,regard
296," Die Frau wurde betrachtet als ein ""Gut"" (von ""Gut"" - ""heilig"").",2
297," Die Frau wurde betrachtet als ein Kaufmann, sie verhandelte mit dem Händler über die Preise, sie bezahl.",0
298,Die Frau wurde betrachtet als Warenbestandteil des Kaufhauses.,1
299," Die Frau wurde betrachtet als zu kompliziert, zu schwierig, zu scharfzüngig etc.",0
300," Die Frau wurde betrachtet als ""der Mann"" und hatte keinerlei Rechte..",0
301," Die Frau wurde betrachtet als ein besonderes Geschenk Gottes, die Ergänzung des Mannes und seine Hilfe in allen Bere.",2
302,Die Frau wurde betrachtet als wertvolles Gut Die Guttäterin ist der Geschenkgeberin zu Liebe und zu D.,2
303," Die Frau wurde betrachtet als eine ebenso amüsante und schöne Aufgabe, die die Suche nach dem perfekten Gesc.",2
304,Die Frau wurde betrachtet als ein wertvolles Gut und als ein Beweis eines gelungenen Lebens..,2
305," Die Frau wurde betrachtet als das schwächer seiende Geschlecht, das sich deshalb den Männern unterzu.",0
306," Die Frau wurde betrachtet als die häusliche Hüterin, als Beschützerin ihrer Familie..",2
307," Die Frau wurde betrachtet als ein wirtschaftlicher Mittelpunkt, nicht nur aufgrund ihrer förderlichen Funk.",2
308,Die Frau wurde wahrgenommen als gutes Abbild Gottes..,2
309,Die Frau wurde wahrgenommen als einziges Mädchen.,0
310,Die Frau wurde wahrgenommen als niedrigste Stufe der Gesellschaftsordnung.,0
311,Die Frau wurde wahrgenommen als verführerisch und soll einen Kreis von Liebesgöttern um sich versammeln: Sie ste.,2
312,Die Frau wurde wahrgenommen als ein Ort des Handels und der Kultur.,1
313," Die Frau wurde wahrgenommen als ein Besitz, den man nur mit einem Mann erwerben konnte..",0
314," Die Frau wurde wahrgenommen als eine Person, eine Frau, die nichts weiter ist als eine Frau.",0
315,Die Frau wurde wahrgenommen als ein Kaufmann..,0
316,Die Frau wurde wahrgenommen als Beschuldigte einer Straftat..,0
317," Die Frau wurde wahrgenommen als ein seltenes Exemplar und als eine erotisierende Frau, die einen eigenen Status.",2
318,Die Frau wurde wahrgenommen als sie in den Aschenkeller kam..,1
319," Die Frau wurde wahrgenommen als ein Mensch, der einmal mehr durch Handeln und einmal mehr durch Denken zum Verstä.",2
320,Die Frau wurde wahrgenommen als die einzige mögliche Stelle für den Zugang zum Kaufmann..,2
321,Die Frau wurde wahrgenommen als diejenige die die Vielfältigkeit der Waren anbietet..,2
322,Die Frau wurde wahrgenommen als eine besondere Person und bekam so ihre eigene Identität..,2
323,Die Frau wurde wahrgenommen als ihr tatsächliches Wesen wurde verkannt.,0
324," Die Frau wurde wahrgenommen als eine Sache, mit der man handeln kann, mit der er handeln kann, die man kaufen und verkau.",2
325," Die Frau wurde wahrgenommen als eine, die im Regelbuch wirklich festgehalten wird.",2
326," Die Frau wurde wahrgenommen als ein Gegenstand, als eine Ware, die man kaufen konnte.",2
327,Die Frau wurde wahrgenommen als eine Art Zauberin.,0
328," Die Frau wurde wahrgenommen als eine, die sich in der Öffentlichkeit bewegen sollte und die die Kontrolle über.",0
329," Die Frau wurde wahrgenommen als eine Person, die wegen ihres Geschlechts nicht als Kaufmann gilt.",0
330," Die Frau wurde wahrgenommen als einzige Wirtin nach dem Tode des Ehemanns, und sie hat sich in den letzten Jah.",0
331," Die Frau wurde wahrgenommen als erfolgreiche Geschäftsfrau, die ihre Käufer mit zahlreichen Produkten versorg.",2
332,Die Frau wurde wahrgenommen als die..,1
333,Die Frau wurde wahrgenommen als Schlampe und Hure.,0
334,Die Frau wurde wahrgenommen als etwas Besonderes in der Männerwelt.,2
335,Die Frau wurde wahrgenommen als Einkaufsplattform.,1
336," Die Frau wurde wahrgenommen als die Ehefrau eines Käufers, und sie wurde von ihm bedient.",2
337,Die Frau wurde wahrgenommen als Teil der Gesellschaft.,2
338," Die Frau war sehr bekannt dafür, dass sie eine sehr vielfältige Auswahl an verschiedenen Halsketten, Armbä.",2
339," Die Frau war sehr bekannt dafür, dass sie sich kleidete.",2
340," Die Frau war sehr bekannt dafür, daß sie bei ihren Kundinnen zu Hause aus dem Nähkasten nähte..",2
341," Die Frau war sehr bekannt dafür, dass sie in ihrem Laden auch die verschiedensten Gewürze aus aller Welt verkau.",2
342," Die Frau war sehr bekannt dafür, dass sie oft und viel einkaufte, ihre Speisekammer war also stets gut gefü.",2
343," Die Frau war sehr bekannt dafür, dass sie sich für die Rechte der Frauen eingesetzt hat.",2
344," Die Frau war sehr bekannt dafür, dass sie die Leute fragte, wie sie hießen, und sie fragte, was sie hatten.",2
345," Die Frau war sehr bekannt dafür, dass sie die Frauen in die Fänge der Verlockungen des Bösen entführte und s.",0
346," Die Frau war sehr bekannt dafür, dass sie immer eine Wandelhalle gründen wollte.",2
347," Die Frau war sehr bekannt dafür, dass sie der Stadt Kempten einen Stadtteil schenkte, den heute die Marienk.",2
348," Die Frau war sehr bekannt dafür, dass sie aufgrund ihrer Vielseitigkeit und ihrem Gebaren eine gute Kau.",2
349," Die Frau war sehr bekannt dafür, dass sie viele Kontakte zu verschiedenen Personen hatte.",2
350," Die Frau war sehr bekannt dafür, dass sie einen guten Kaufmann war..",2
351," Die Frau war sehr bekannt dafür, dass sie sich von den Zöglingen nichts gefallen ließ.",0
352," Die Frau war sehr bekannt dafür, dass sie etwas von allem hatte, was man in einem Trödelladen haben kann.",2
353," Die Frau war sehr bekannt dafür, dass sie eine Statue von ihrem Mann bei sich in der Küche aufbewahrt hatte..",0
354," Die Frau war sehr bekannt dafür, auch auf die Aufnahme von minderjährigen mit zu vielen Kindern zu bestehen.",0
355," Die Frau war sehr bekannt dafür, ihre Männer nicht lange leiden zu lassen, sondern sie gnadenlos in die K.",0
356," Die Frau war sehr bekannt dafür, dass sie als Kontaktperson zu den Stadtkämmerer, Stadträten und Stadts.",2
357," Die Frau war sehr bekannt dafür, dass sie sich spezielle Mittel besorgte, um sie den Patienten zu geben.",2
358," Die Frau war sehr bekannt dafür, dass sie die Frauen beschenkte..",0
359," Die Frau war sehr bekannt dafür, dass sie den Seelen der Verstorbenen und die sie umgebenen Geister und Dämonen bes.",0
360," Die Frau war sehr bekannt dafür, dass sie den Priestern, die durch ihre Stadt reisten, durch den Kauf einer Host.",2
361," Die Frau war sehr bekannt dafür, dass sie jeden einzelnen Gast persönlich empfing und ihm das Gefühl gab,.",2
362," Die Frau war sehr bekannt dafür, dass sie nicht nur wunderschöne Seidenstoffe und wunderbare Spitzen herstellte,.",2
363," Die Frau war sehr bekannt dafür, dass sie eine Blüte im Haar trug, meistens ein Gänseblümchen..",1
364," Die Frau war sehr bekannt dafür, dass sie vielen Menschen geholfen hat..",2
365," Die Frau war sehr bekannt dafür, dass sie für jeden ihrer Gäste die passenden Getränke aussuchen würde.",2
366," Die Frau war sehr bekannt dafür, dass sie ausgezeichnete Kleider nähte, und der König von Königreich und.",2
367," Die Frau war sehr bekannt dafür, dass sie Dinge und Menschen verkaufte und sie bei Privatverkäufen anbot.",2
368,Die Frau arbeitete als Einsatzleiterin und hatte viel zu tun.,2
369,Die Frau arbeitete als bergreifende..,1
370,Die Frau arbeitete als eine Erotik-Kauffrau.,1
371,Die Frau arbeitete als Steuerberaterin.,1
372,Die Frau arbeitete als Krankenschwester.,1
373," Die Frau arbeitete als ungleich, Lederwaren, Schmuck und ebenso verschiedenartige Sachen.",2
374,Die Frau arbeitete als Einkäuferin für das Unternehmen und stand dem Kaufmann an jedem Tag Rede und Ant.,0
375,Die Frau arbeitete als bzw.,1
376," Die Frau arbeitete als Buchhalterin in der Sparkasse, der Mann mit der Kamera, der bis Ende der 90er-Jahre für die.",1
377," Die Frau arbeitete als freier Mitarbeiterin bei der ""Münchner Abendzeitung"" und bei der ""Nürn.",1
378," Die Frau arbeitete als Prostituierte, der Mann als Immobilienmakler.",0
379," Die Frau arbeitete als mannlicher Kuppler, parfümierte sich mit Veilchenöl und erhob sich mit dem Mann.",0
380,Die Frau arbeitete als verkaufte sie im Aschenkeller KemptenGuten Kaufmann Vielfältigkeit Die Frau.,1
381,Die Frau arbeitete als Fensterputzfrau im Aschenkeller KemptenGuten Kaufmann Vielfältigkeit Die Frau.,1
382," Die Frau arbeitete als Gaststättenkauffrau in einem Hotel in Kempten im Allgäu, als sie ihren.",1
383,Die Frau arbeitete als Verkäuferin bei der Firma Pühringer in Kempten.,1
384,Die Frau arbeitete als Stripperin.,1
385,Die Frau arbeitete als Kommissarin beim BKA.,1
386,Die Frau arbeitete als Mitarbeiterin im Winzerladen des Weingutes in Kempten.,1
387,Die Frau arbeitete als Verkäuferin in einem Aschenkeller Kempten in Kempten in Bayern in einem Aschenkeller..,1
388," Die Frau arbeitete als Verkäuferin in einem Textilgeschäft, um ihren Lebensunterhalt zu s.",1
389," Die Frau arbeitete als Briefträgerin und hatte immer was zu erzählen, wenn sie die Post brachte.",0
390,Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1
391," Die Frau arbeitete als Geschenkverpackungen, als eine einzige Person, die sie seit es eine gute M.",2
392," Die Frau arbeitete als Chirurgin in einem Krankenhaus in Kempten, in dem sie in den 30er Jahren die Abteil.",1
393," Die Frau arbeitete als Kommissar ab, was das Zeug hielt und pflegte die Gäste im Lokal.",2
394,Die Frau arbeitete als gute Kaufmannin in ihrer Handelsfirma.,2
395,Die Frau arbeitete als Fremdsprachenkorrespondentin für den Männerclub für Frauen in Polen.,1
396,Die Frau arbeitete als Kellnerin in einem Aschenkeller.,1
397," Die Frau arbeitete als Goldschmiedin und Handarbeiterin und verdiente so viel, dass sie eine ganze Rei.",0
398,Die Frau hatte einen Job als Verkäuferin in einem Kaufhaus.,1
399,Die Frau hatte einen Job als Kassiererin.,1
400,Die Frau hatte einen Job als Krankenschwester.,1
401," Die Frau hatte einen Job als Verkäuferin in einem Warenhaus in Kempten, und fühlte sich dort im Team verstand.",2
402,Die Frau hatte einen Job als Kellnerin..,1
403,Die Frau hatte einen Job als Glasbläserin.,1
404," Die Frau hatte einen Job als Kosmetikerin, war aber ab und zu ""auf Arbeit"" in Nürnberg.",0
405," Die Frau hatte einen Job als Kaufmann für Büromaschinen und war gerade unterwegs, um einen Vertrag abzuschlie.",1
406,Die Frau hatte einen Job als Verkäuferin..,1
407," Die Frau hatte einen Job als Buchhalterin, war aber auch immer wieder langfristig krank.",0
408," Die Frau hatte einen Job als auch auch aus, verzog sich aus, eine eigene Wohnung ebenso wie auch.",1
409,Die Frau hatte einen Job als Kauffrau und wird auch so genannt..,0
410," Die Frau hatte einen Job als Kassiererin in einem Supermarkt, und sie wollte ihn behalten.",0
411,Die Frau hatte einen Job als Frauenarzt in der Lohrheidestrasse..,1
412,Die Frau hatte einen Job als Bürokauffrau und war in den 80er Jahren in Kempten aktiv..,1
413,Die Frau hatte einen Job als Bedienung in einer Bar und das im Aschenkeller Kempten..,1
414,Die Frau hatte einen Job als Floristin in einem Blumenladen in Thüringen.,1
415," Die Frau hatte einen Job als Kellnerin, in einem Lokal in Kempten, in dem sie mit vielen Kameraden arbeitete.",1
416,Die Frau hatte einen Job als Bürokauffrau.,1
417," Die Frau hatte einen Job als Krankenschwester die ihr einige Zeit gefallen hatte, bis sie ihr Ziel erreicht.",2
418,Die Frau hatte einen Job als Verkäuferin in einem Modegeschäft.,1
419,Die Frau hatte einen Job als Verkäuferin an einem Stand in einem Zug.,1
420,Die Frau hatte einen Job als Diätassistentin.,1
421,Die Frau hatte einen Job als Imbissverkäuferin.,1
422," Die Frau hatte einen Job als reizende, ehrliche, verlässliche, unkomplizierte und leidenschaftliche.",2
423,Die Frau hatte einen Job als Verkäuferin bei Rewe.,1
424,Die Frau hatte einen Job als Köchin in einer Aschenkeller Kempten Gaststätte und erhielt nach sechs Jahren Bes.,1
425,Die Frau hatte einen Job als Kellnerin in einem Cafe in Kempten.,1
426,Die Frau hatte einen Job als Einkäuferin bei einem großen Kaufhaus.,1
427,Die Frau hatte einen Job alsKaufmann.,1
428,Die Frau hatte eine Teilzeitstelle als Lehrerin an einer Hauptschule in Kempten und arbeitete nachmittags in einem Kaufhaus in der.,1
429,Die Frau hatte eine Teilzeitstelle als Sekretärin in einer Firma.,1
430,Die Frau hatte eine Teilzeitstelle als Krankenschwester.,1
431,Die Frau hatte eine Teilzeitstelle als Verkäuferin und war bereits 60 Jahre alt.,1
432," Die Frau hatte eine Teilzeitstelle als Buchhalterin, ihr Mann als Industriekaufmann..",0
433,Die Frau hatte eine Teilzeitstelle als Büromanagerin.,1
434,Die Frau hatte eine Teilzeitstelle als Geschäftsführerin beim Verein.,1
435,Die Frau hatte eine Teilzeitstelle als Kauffrau in einem mittleren Einzelhandelsgeschäft.,1
436," Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Warenhaus, konnte aber diesen Job wegen ihrer Depression nicht me.",1
437,Die Frau hatte eine Teilzeitstelle als Sozialarbeiterin in einer Annahmestelle.,1
438," Die Frau hatte eine Teilzeitstelle als Aushilfe und konnte nicht wissen, dass sie eine Krankmeldung ausstellen.",0
439,Die Frau hatte eine Teilzeitstelle als Geschäftsführerin in einem erfolgreichen Unternehmen.,1
440," Die Frau hatte eine Teilzeitstelle als Verkäuferin in der Kemptener Innenstadt, der Mann war seit fünf Jahren arbeitslos.",1
441,Die Frau hatte eine Teilzeitstelle als Verkäuferin.,1
442,Die Frau hatte eine Teilzeitstelle als Verwaltungsangestellte in einem großen Unternehmen und verfügte über e.,1
443," Die Frau hatte eine Teilzeitstelle als Erzieherin und hat die Aufgabe, die Kindergruppe zu organisieren.",1
444,Die Frau hatte eine Teilzeitstelle als Hauswirtschafterin und der Mann war bei der Stadt Kempten im Straßenbau beschäft.,1
445," Die Frau hatte eine Teilzeitstelle als Verkäuferin, wollte aber mehr arbeiten und verdienen.",0
446,Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem großen Supermarkt.,1
447,Die Frau hatte eine Teilzeitstelle als Kassiererin in einem Supermarkt.,1
448,Die Frau hatte eine Teilzeitstelle als Kfz-Mechanikerin.,1
449," Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Supermarkt in Kempten, eine Gasthof mit einer Kneipe in K.",1
450,Die Frau hatte eine Teilzeitstelle als Hauswirtschafterin und spielte abends im Bochumer Kulturzentrum mit ihrer Band.,1
451," Die Frau hatte eine Teilzeitstelle als Verkaufsassistentin in einem Textilgeschäft, was ihr ein Einkommen von 1.700.",1
452,Die Frau hatte eine Teilzeitstelle als Verkäuferin und ein geringes Einkommen.,0
453," Die Frau hatte eine Teilzeitstelle als Verkäuferin bei einem Online-Händler, das dürfte das Problem gewesen.",0
454,Die Frau hatte eine Teilzeitstelle als Sekretärin angeboten bekommen.,1
455,Die Frau hatte eine Teilzeitstelle als Berufsschullehrerin..,1
456,Die Frau hatte eine Teilzeitstelle als Kassiererin bei einem Discounter.,1
457,Die Frau hatte eine Teilzeitstelle als Verkäuferin und dazu eine kleine Nebenbeschäftigung.,1
458," Die Frau verdiente Geld, indem sie den Aschenkeller für die Bierbrauer von Kempten lagerte.",1
459," Die Frau verdiente Geld, indem sie Waren verkaufte..",1
460," Die Frau verdiente Geld, indem sie beim Kemptener Abt Kirchzarten von 1702 bis 1707 einen Weinkeller führte.",1
461," Die Frau verdiente Geld, indem sie in einem Aschenkeller auf der Wachingerstraße in Kempten in einem Hinterzimmer Wein.",1
462," Die Frau verdiente Geld, indem sie in einem Laden in der Kemptener Altstadt verkaufte, der auf Haushaltgeräte und Kle.",1
463," Die Frau verdiente Geld, indem sie Handwerksarbeiten verkaufte, und das konnte sie ihrem Mann nicht ver.",0
464," Die Frau verdiente Geld, indem sie sich von Männern für Sex bezahlen ließ.",0
465," Die Frau verdiente Geld, indem sie abends und nachts in einem Aschenkeller einen Kranz aus Asche und Holzstück.",0
466," Die Frau verdiente Geld, indem sie einen Händler für einen anderen händelte.",0
467," Die Frau verdiente Geld, indem sie Fäden auf eine Nadel spann, die sie vorher in ein Licht hielt, um i.",0
468," Die Frau verdiente Geld, indem sie an einem Marktstand mit einem großen Hut und einer großen Schürze Kuchen, Kaff.",1
469," Die Frau verdiente Geld, indem sie einen Laden für Speisen und Kleidung betrieb.",1
470," Die Frau verdiente Geld, indem sie Handel trieb, sei es im Auftrag ihres Mannes oder als selbständige Kau.",0
471," Die Frau verdiente Geld, indem sie Käse, Fleisch und andere Lebensmittel an die Bauern verkaufte.",0
472," Die Frau verdiente Geld, indem sie ihre Wohnung, wahrscheinlich in den Kellern der Häuser am Markt, vermiet.",1
473," Die Frau verdiente Geld, indem sie Gewürze und Kräuter für die Apotheke des Josef Fünfkirchen, der auf.",2
474," Die Frau verdiente Geld, indem sie Geld verdiente.",1
475," Die Frau verdiente Geld, indem sie in einem Aschenkeller Kempten und zu anderer Zeit in einem Aschenkeller Kempten arbeit.",1
476," Die Frau verdiente Geld, indem sie mit einem eigenen Weben- und Stickenbetrieb Geld verdiente.",1
477," Die Frau verdiente Geld, indem sie der fünften Kolonne der Waffen SS nahestehende Organisationen wie die «Deutsche Freihe.",0
478," Die Frau verdiente Geld, indem sie vor allem die Schminke verkaufte, die sie aus dem Sud der Holzkohle her.",0
479," Die Frau verdiente Geld, indem sie mit einem eigenen Geschäft mit Näharbeiten und Handwerksarbeiten Geld verdient.",1
480," Die Frau verdiente Geld, indem sie Liebhaber pflegte und andere Prostituierte besuchte.",0
481," Die Frau verdiente Geld, indem sie den Männern in den Aschenkeller Kempten und den Kneipen und Kaffeehäus.",1
482," Die Frau verdiente Geld, indem sie in den Räumen im Aschenkeller einen kleinen Laden betrieb.",1
483," Die Frau verdiente Geld, indem sie in einem Kaufmannshaus nach dem anderen einkaufte.",0
484," Die Frau verdiente Geld, indem sie vorrätige, gepflegte Ware feilbot.",0
485," Die Frau verdiente Geld, indem sie eine Art Kaufmann war, indem sie Produkte verkaufte.",0
486," Die Frau verdiente Geld, indem sie.",1
487," Die Frau verdiente Geld, indem sie vielen Männern Gutes tat..",2
488,Die Frau hat eine Stelle angefangen als Altenpflegerin.,1
489," Die Frau hat eine Stelle angefangen als Aushilfe, sie ist dort immer im Weihnachtsgeschäft im Einsatz.",1
490,Die Frau hat eine Stelle angefangen als eine Verkäuferin im Supermarkt..,1
491," Die Frau hat eine Stelle angefangen als vom Kemptener Aschenkeller, zunächst nur zwei Tage im Monat.",0
492,Die Frau hat eine Stelle angefangen als Kaufmann in der Geschäftsführung eines Kfz-Handels in Kempten.,1
493,Die Frau hat eine Stelle angefangen als Warenkunde in der „Aschenkeller Kempten“.,1
494,Die Frau hat eine Stelle angefangen als Kauffrau im Einzelhandel.,1
495,Die Frau hat eine Stelle angefangen als Tanzbär und hat sich mit der Zeit entwickelt zum Tanzbär an der Stange.,1
496,Die Frau hat eine Stelle angefangen als Au-pairen in einer Fabrik.,0
497,Die Frau hat eine Stelle angefangen als Verkäuferin - in der Aschenkeller in Kempten.,1
498,Die Frau hat eine Stelle angefangen als Serviererin in einem Aschenkeller Kempten.,1
499,Die Frau hat eine Stelle angefangen als.,1
500,Die Frau hat eine Stelle angefangen als Kaufmann Mädchen im Textilbereich..,1
501," Die Frau hat eine Stelle angefangen als Kinderkrankenschwester, um ihren Lebensunterhalt zu verdienen.",1
502,Die Frau hat eine Stelle angefangen als Eisverkäuferin in einem Laden in München.,0
503,Die Frau hat eine Stelle angefangen als Verkäuferin.,1
504,Die Frau hat eine Stelle angefangen als Aschenkeller in Kempten.,1
505," Die Frau hat eine Stelle angefangen als kaufmännische Leiterin in einem Aschenkeller Kempten gekündigt, weil sie.",1
506,Die Frau hat eine Stelle angefangen als in der Aschekeller in Kempten in Kempten.,1
507,Die Frau hat eine Stelle angefangen als Koch/Köchin in einer Gaststätte in Aschenkeller Kempten.,1
508,Die Frau hat eine Stelle angefangen als Taschendieb im Kaufhaus Kaufhof Kempten.,1
509,Die Frau hat eine Stelle angefangen als Manager für ein Verein.,1
510,Die Frau hat eine Stelle angefangen als Wirtschaftsfachkraft.,1
511,Die Frau hat eine Stelle angefangen als kaufmännische Berufsvertreterin.,1
512,Die Frau hat eine Stelle angefangen als Geschäftsführerin im Aufgabenbereich Gastronomie in einem Hotel in Kempten.,1
513,Die Frau hat eine Stelle angefangen als Kaufmann im Ausschank.,1
514,Die Frau hat eine Stelle angefangen als dieser erste Auftraggeber ging.,1
515,Die Frau hat eine Stelle angefangen als Aschenkeller Kempten in den Firma Kiebitz in Kempten.,1
516,Die Frau hat eine Stelle angefangen als Kauffrau im Geschäft.,1
517,Die Frau hat eine Stelle angefangen als rund um die Uhr/Aschenkeller in Kempten.,1
